Comments,n_stars,len_cmt,Pin,Service,General,Others,SGeneral,SPin,SSer,SOth
"Máy đẹp chụp hình siêu nét, sefile siêu đẹp, đáng đồng tiền bát gạo bỏ ra, nhân viên tgdd tư vấn nhiệt tình vui vẻ, cảm ơn tgdd!!",5,28,0,1,0,1,2,2.0,1.0,1.0
Sản phẩm hồ cẩm đào chán quá. Máy này chỉ dành cho trẻ con chơi là phù hợp. Cho hỏi có đối đc con vimast live không nhỉ,1,28,0,1,0,1,2,2.0,-1.0,0.0
Vừa nhận máy ... máy cầm khá chắc chắn . Không ọp ẹp . Phím bấm ok . Loa tạm được . Nhân viên giao hàng nhiệt tình.,5,28,0,1,0,1,2,2.0,1.0,1.0
"Mới tậu em nó liền tay. Công nhận máy mượt. Nhận diện khuông mặt, dấu vân tay rất nhạy. Giá hợp lý. Nhân viên vui vẻ. Nhiệt tình",5,28,0,1,0,1,2,2.0,1.0,1.0
May lag ko tả đc . oppo f7 cù mjnh mua 2 nam r . vẩn mượt hơn nhiu ung dung game cung muot hơn. Realme gà wa,1,28,0,1,0,1,2,2.0,-1.0,-1.0
Máy bán k nguyên seal. Hỏi nhân viên thì đảm bảo máy mới chưa qua sử dụng. Mình tạm tin tưởng như vậy nhưng vẫn hơi lăn tăn,3,28,0,1,0,1,2,2.0,-1.0,0.0
Tôi mua đt 3 ngày. Nhưng khi nghe nhạc bằng tai phone thì nhạc bị dấp. Lần nào nghe cũng bị dấp.v  máy có bị lỗi k ạ,3,28,0,1,0,1,2,2.0,-1.0,0.0
Camera mờ nhoè.. kĩ thuật viên trả lời là dòng này là vậy...khác với thông số nhà sản xuất mà không đổi trả được...cảm thấy ấm ức!,1,27,0,1,0,1,2,2.0,-1.0,-1.0
"Mình dùng được 2 ngày rồi, điện thoại mượt, cấu hình đẹp, âm thanh rõ ràng. Chị nhân viên thân thiện, nói chuyện rất dễ thương luôn.",5,27,0,1,0,1,2,2.0,1.0,1.0
"Màu hình xấu,cấu hình chán, chụp hình 60m thua cái ip5s chân thành đừng nghe feedback của nhân viên TGDD mua xong bạn lo ngay trong tuần",1,27,0,1,0,1,2,2.0,-1.0,-1.0
Chơi game khá lag. Đáp ứng tốt nhu cầu cơ bản nghe gọi mạng xã hội lướt web ... nhân viên giao hàng phục vụ tận tình,4,27,0,1,0,1,2,2.0,1.0,-1.0
"Mẫu mã đẹp bắt nhỏ gọn thiết kế camera đẹp, nhân  viên vui vẻ hòa nhã lịch sự .sản phẩm nhìn đẹp mắt ,nhỏ gọn dễ cầm",5,27,0,1,0,1,2,2.0,1.0,1.0
"Sống ảo thì ok. Nhưng ram cao mà cứ bị lag khi livetream , cảm biến thì ít nhạy , nói chung ko dc như quản cáo",2,27,0,1,0,1,2,2.0,-1.0,1.0
"máy mới mua, máy đẹp, chụp hình nét, loa nghe vừa phải. Mua ngay đợt khuyến mãi nên giá tốt. Nhân viên vui, nhiệt tình, rất thích!",5,27,0,1,0,1,2,2.0,1.0,1.0
Sản phẩm không có tai phone kèm theo. Mới mua tặng mẹ mình.mình k trực tiếp dùng nhưng thiếu tai phone thì k thể chấp nhận được,1,27,0,1,0,1,2,2.0,-1.0,0.0
"nhân viên phục vụ tận tình rất ok 
mua ở tgdđ chế độ bảo hành ok 
mua đợt khuyến mãi nên giá khả cũng phải chăng",5,26,0,1,0,1,2,2.0,1.0,1.0
"Đã mua đc 1 tuần sản phẩm rất mượt chiến game max seting rất ok ,nv tgdd phục vụ nhiệt tình !  Đánh giá 5* luôn!",5,26,0,1,0,1,2,2.0,1.0,1.0
Wifi bắt kém quá. Màn hình chỉ xem 720. Mong cải thiện wifi sớm nhất. Ưu tiên dùng hàng việt nhưng chất lượng phải tạm ổn,2,26,0,1,0,1,2,2.0,0.0,-1.0
"Mình mới mua được 1 tháng bản 2gb mà máy kiểu bị đơ v: biết thế mua relme, lần sau mưa sẽ né hãng này ra",1,26,0,1,0,1,2,2.0,-1.0,-1.0
"Ủa sao thấy nhiều má than phiền lag đơ đứng mà mình mới mua xài có thấy gì đâu,bắn free fine cầy cầy mà.ủng hộ vinsmart",5,26,0,1,0,1,2,2.0,1.0,1.0
"Màn hình đẹp, cảm ứng khá mượt, máy chạy ok quá tốt cho sản phẩm made in Vietnam, ủng hộ hàng Việt Nam nha mọi người.",5,26,0,1,0,1,2,2.0,1.0,1.0
"Máy đẹp, chụp hình siêu đẹp, gam 128g, nhân viên điện máy xanh tam nông đồng tháp tư vấn nhiệt tình, thái độ phục vụ tốt.",5,26,0,1,0,1,2,2.0,1.0,1.0
"Hàng sam giờ tệ ko tả, mới mua con oppko K3 về dùng lúc mới ra đến giờ, hiệu năng max ngon, camere hơi dở xíu😂😰",1,26,0,1,0,1,2,2.0,-1.0,1.0
"Máy rất mạnh..4g với wife cực khỏe.Giá rẻ..!
Nhân vien tgdd nhiệt tình thân thiện..!Máy có bền hay ko chưa biết vì chưa ai sài lâu..!",5,26,0,1,0,1,2,2.0,1.0,1.0
Nội chúng điểm yếu là sai mang 4g đến yuotube lát trời gem thì OK mới mua hôm qua nhân viên điện máy xanh nhiệt tình,5,26,0,1,0,1,2,2.0,1.0,1.0
Camera kém. Chất lượng hình ảnh tồi. Độ phân giải thấp. Thỉnh thoảng đơ. Là fan của samsung nhưng thấy thất vọng về dp này,1,25,0,1,0,1,2,2.0,-1.0,-1.0
"Mình vừa mua. Máy đẹp, chơi game mượt. Dùng lâu chưa biết thế nào. Nhân viên tư vấn nhiệt tình vui vẻ mình rất thích.",5,25,0,1,0,1,2,2.0,1.0,1.0
Mới mua mà k cài được app messenger vói nhaccuatui trong Ch đem đến hỏi nhân viên thì nhân viên cũng k biết xử lí,1,25,0,1,0,1,2,2.0,-1.0,-1.0
Rất đẹp chơi rất mượt nhưng camera còn hơi mờ chơi pupg và lq rất ok rất xứng đáng vs tầm giá cảm ơn tgdd,5,25,0,1,0,1,2,2.0,1.0,1.0
Máy quay phim mờ ảo nhìn chẳng rõ .loa lúc to lúc nhỏ .chỉ được mẫu mã bên ngoài .biết vậy mua samung hoặc oppo,1,25,0,1,0,1,2,2.0,-1.0,1.0
"thiết kế đẹp, vừa tay cầm, mẫu mã sang trọng, xử lý nhanh, nhân viên phục vụ nhiệt tình, chính sách bảo hành tuyệt vời",5,25,0,1,0,1,2,2.0,1.0,1.0
"Mới vừa mua, cảm giác đầu tiên là mượt, vừa tay. Nhân viên Hưng ở 1306 tỉnh lộ 10 tư vấn nhiệt tình. Rất ô",5,25,0,1,0,1,2,2.0,1.0,1.0
Mình mua máy đc 5 tháng bjo giờ mình muốn trả lại máy thì mình sẽ mất bao nhiêu tiền . phụ kiện đầy đủ,3,25,0,1,0,1,2,2.0,0.0,0.0
"Máy thì giật lag khi chơi game, kính cường lực thì kính tồn kho, lưng thì nhựa.... Giá thì khá cao so mặt bằng chung",1,25,0,1,0,1,2,2.0,-1.0,-1.0
"Thích nhất kiểu thiết kế nhỏ gọn cầm vừa tay, máy sài chính hãng nên thấy yên tâm hơn nhiều so với hàng bên ngoài",5,25,0,1,0,1,2,2.0,1.0,1.0
Nhân viên tgdd có quá lừa hơi đau đấy.nói là máy này chơi mượt lắm cuối cùng thì hazzz 6g mà cứ tưởng 2g chán.,2,25,0,1,0,1,2,2.0,-1.0,-1.0
"Máy saì qua êm ,mình chọn còn này kg lầm ,mình thấy kg thưa hàng Trung Quốc ,đung là hàng việt năm chất lương cao",5,25,0,1,0,1,2,2.0,1.0,1.0
"Đẹp quá, tiếc quá mình vừa mua vsmart được 10 ngày. Không biết thegioididong có hỗ trợ trả lại lên đời em này không",5,24,0,1,0,1,2,2.0,0.0,1.0
"Bắt wifi kém, mong bác Vin khắc phục đc trong tương lai tới, dù nào chăng nữa tui vẫn ủng hộ vn của tôi.",4,24,0,1,0,1,2,2.0,1.0,0.0
Tầm giá này với câu hình như vậy nên chọn còn huwei y9 prime ngon hơn nhiều oppo nên chú trọng vô chất lượng,1,24,0,1,0,1,2,2.0,-1.0,-1.0
Vừa mua 1 máy 7plus màu vàng đồng tại Vĩnh Yên .nhân viên tư vấn rất nhiệt tình. Máy đẹp bảo hành 12 tháng,5,24,0,1,0,1,2,2.0,1.0,1.0
"Điện thoại mk mới mua dùng mượt mà. rẻ mà đa tính năng. nhân viên phục vụ nhiệt tình,chu đáo và rất dễ thương.",5,24,0,1,0,1,2,2.0,1.0,1.0
Nói chung là dùng thích nhất vẫn là iPhone. Tiền nào của ấy thôi. Chốt lại là tuỳ vào túi tiền của mỗi người.,5,24,0,1,0,1,2,2.0,1.0,0.0
Mình rất thích Oppo .lần nào ra kiểu máy mới mình cũng mua .nhưng reno 4 lần này chụp hình xấu quá.k thích lắm.,4,24,0,1,0,1,2,2.0,1.0,-1.0
"Quá thất vọng Samsung gì má đánh liên quan lag không tưởng, bắt wifi quá tệ, không lẽ mua 2 ngày đem bán chứ.",1,24,0,1,0,1,2,2.0,-1.0,-1.0
Máy quá đẹp..hơn hẳn mong đợi..chỉ là giờ chưa có ốp lưng hay cường lực.. mong bên siêu thị nhập về sớm là ok,5,24,0,1,0,1,2,2.0,-1.0,1.0
"Đt mới mua về mà màn hình chờ sáng liên tục ko tắt được ko biết lỗi gì, nv phục tận tình chú đáo",2,24,0,1,0,1,2,2.0,1.0,-1.0
Quảng cáo màn hình cường lực test máy đập điếc các kiểu rơi nhẹ cái vỡ tan.thật là thất vọng vs hãng đt này,1,24,0,1,0,1,2,2.0,-1.0,-1.0
"Sản phẩm thiết kế nhìn đẹp mắt , mỏng ,nhẹ dễ cầm nắm .giá cả hợp lí .nhân viên tư vấn nhiệt tình",5,23,0,1,0,1,2,2.0,1.0,1.0
e vừa mua Oppo a1k e muốn đổi cục sạc ạ sạc bị lỗi mong nhân viên tư vấn thêm ạ cảm ơn,5,23,0,1,0,1,2,2.0,-1.0,0.0
"Mẫu mã đẹp,giá phù hợp,thương hiệu non trẻ của Việt Nam mới khởi đầu vậy là ok rồi.Chúc Vsmart thành công hơn nữa.",5,23,0,1,0,1,2,2.0,1.0,1.0
"Mới xúc 11 64gb tôi qua
Phải nói đẹp tuyệt vời nhân viên ở dông anh phai nói phúc vu rất OK OK",5,23,0,1,0,1,2,2.0,1.0,1.0
Máy dùng mượt mà sóngkhỏe ổn định vân tay nhảy tuyệt vời nhân viên phục vụ nhiệt tình chu đáo cho 5 sao,5,23,0,1,0,1,2,2.0,1.0,1.0
"camera hình ảnh màu nhạt, chất lượng loa hơi kém. tốc độ xử lý cũng bình thường. Nhân viên tư vấn nhiệt tình",3,23,0,1,0,1,2,2.0,1.0,-1.0
"Mới mua bị lỗi ngắt kết nối bluetooth rồi tự kết nối lại liên tục! 
Kiểu dáng đẹp! Nv giao hàng nhiệt tình!",3,23,0,1,0,1,2,2.0,1.0,1.0
"Nhân viên TGDD rất nhiệt tình, chu đáo. Mới trải nghiệm thấy Sản phẩm sử dụng dễ dàng, mượt mà. Camera tạm ổn.",5,23,0,1,0,1,2,2.0,1.0,1.0
máy giá rẻ đáng mua thiết kế đẹp nhìn sang trọng .các bn nhân viên tgdd tư vấn nhiệt tình cho 10 sao,5,23,0,1,0,1,2,2.0,1.0,1.0
máy đơ .dùng không nổi 1 năm.sam sung nên bồi thuong cho nguoi mua máy lỗi này.bán hàng nhu nay mat uy tín,1,23,0,1,0,1,2,2.0,-1.0,-1.0
"Mới mua Oppo reno2 f đổi đc con note 8 pro đc ko.
Vì thấy cam của con này đẹp nên muốn đổi",5,23,0,1,0,1,2,2.0,0.0,1.0
Mk mới mua được 2 tuần . Máy chạy hơi chậm .và hay bị đơ màn hình nhân viên bán hàng nhiệt tình,3,23,0,1,0,1,2,2.0,1.0,-1.0
điện thoại đẹp....cầm nắm chắc tay .kích thước nhỏ gọn .camera chụp hình đẹp.........nhân viên tggd 358 lê văn việt rất nhiệt tình,5,23,0,1,0,1,2,2.0,1.0,1.0
"Hàng samsung bây giờ quá tệ, kém chất lượng, mặc dù ghét china nhưng công nhận hàng nódùng ngon bổ rẻ hơn nhiều.",1,23,0,1,0,1,2,2.0,-1.0,0.0
"oppo quá tệ,máy mới dùng 2 tháng mà đơ suốt,dùng tí máy nóng ran như muốn nổ,hối hận vì đã mua oppo",1,22,0,1,0,1,2,2.0,-1.0,-1.0
"Mình đang xài thấy mượt mà và chụp ảnh đẹp lắm các bạn. Tgdd dịch vụ rất tốt, tư vấn tận tình.",5,22,0,1,0,1,2,2.0,1.0,1.0
Những siêu phẩm của samsung sài 1 năm là hư màn hình. Nó không bảo hành đâu. Mua iphone sài cho tốt,1,22,0,1,0,1,2,2.0,-1.0,-1.0
"Máy rất khỏe và tôI rất yên tâm khi mua hàng ở đIện máy xanh, tôI sẽ quay lạI ủng hộ dàI",5,22,0,1,0,1,2,2.0,1.0,1.0
"máy bắt sóng wifi mạnh, face+messen dùng chung được. youtube xem ngon lành tiếc không tải được zalo, nhân viên nhiệt tình.",5,22,0,1,0,1,2,2.0,1.0,0.0
"Mới mua cảm thấy máy đẹp cầm chắc tay  nhưng camera thì không nét lắm, nói chung là ủng hộ hàng vn",5,22,0,1,0,1,2,2.0,1.0,1.0
"Sản phẩm dùng mượt mà, yên tâm vì là hàng chính hãng, chế độ bảo hành tốt.Nhân viên phục vụ nhiệt tình.",5,22,0,1,0,1,2,2.0,1.0,1.0
"Máy rất gọn, đẹp, hộp đóng gói cẩn thận. Thích nhất màu coral, độc lạ :D Đã mua 3 con làm quà",5,22,0,1,0,1,2,2.0,1.0,1.0
Máy bị lỗi nóng máy gởi video tắt nguồn mà kêu khách hàng đem về sài vài ngày là hết vô lý,1,22,0,1,0,1,2,2.0,-1.0,-1.0
"Máy đẹp, mọi thứ điều ok mua ở TGDĐ là yên tâm nhất, mua máy thứ 2 tại đây rồi .",5,21,0,1,0,1,2,2.0,1.0,1.0
"Giá tiền này ngon, hàng Việt thế này thì ủng hộ. Mình mua thay con samsung m20 của mình, quá lag",5,21,0,1,0,1,2,2.0,1.0,1.0
Lỗi tai phone. Hình ảnh trên fb quá nhoè. Camera quá tệ. Sản phẩm không tốt mà quảng cáo cho cố,1,21,0,1,0,1,2,2.0,-1.0,-1.0
"Đi thoại mượt chơi game ngon 
Âm báo thức bật maxloa luôn nghe vẫn nhỏ
Nhân viên phục vụ nhiệt tình",4,21,0,1,0,1,2,2.0,1.0,1.0
"Vừa lấy máy lúc chiều , nghe nhạc êm , cảm ứng nhạy , nhân viên phục vụ tận tình .",5,21,0,1,0,1,2,2.0,1.0,0.0
"Máy sài rất mượt, cấu hình chạy nhanh, thiết kế nhỏ gọn rất thuận tiện, máy đẹp, nhân viện nhiệt tình.",5,21,0,1,0,1,2,2.0,1.0,1.0
Mình mua sản phẩm đánh giá tốt về cách phục vụ tại TGDD nhưng vấn đề sản phẩm lỗi màn hình,5,21,0,1,0,1,2,2.0,1.0,-1.0
"Điện thoại sài mượt mà , chụp ảnh đẹp, chơi game mượt nhân viên dễ thương tận tình muốn iu luôn",5,21,0,1,0,1,2,2.0,1.0,1.0
Hàng nguyên box. Chỉ tiếc k được cảm giác khui hộp vì nhân viên khui hộ. Mình mua bản màu đen,4,21,0,1,0,1,2,2.0,0.0,0.0
"Máy đẹp, giá tốt, mỗi tội khó tìm mua cường lực, nhân viên thegioididong nhiệt tình. cho 5 sao trc đã.",5,21,0,1,0,1,2,2.0,1.0,1.0
Lỗi lưu ảnh và viền 4 góc sáng . Khá là bực. Mong Xiaomi việt nam sớm có cách khắc phục,1,21,0,1,0,1,2,2.0,0.0,-1.0
"Máy đẹp, màng hình to, giá cả ổn. Có khuyến mãi tai nghe rất tốt, nhân viên không nhiệt tình mấy.",5,21,0,1,0,1,2,2.0,0.0,1.0
"Đã mua máy tuy chơi game mượt nhưng có lúc fps tuột tới 47 pin trâu
Nhân viên phục vụ tốt",5,21,0,1,0,1,2,2.0,1.0,1.0
Máy trầy sẵn. Giờ bị lỗi ra đổi trả tgdd k cho đôi kêu khách làm trầy. Mới mua 1 ngày,1,21,0,1,0,1,2,2.0,-1.0,-1.0
"Thiết kế quá đẹp, Huawei luôn dẫn đầu về thiết kế, chỉ nhìn một lần đã thấy hút mắt. Qúa đẹp.",5,21,0,1,0,1,2,2.0,1.0,1.0
"máy đẹp cầm khá chắt tay .nhân viên tư vấn nhiệt tình , vui vẻ .kết rồi đó nha .........",5,20,0,1,0,1,2,2.0,1.0,1.0
"Máy mới sử dụng nên không biết thế nào, camera chụp đẹp, nhân viên siêu thị nhiệt tình, vui vẻ.",5,20,0,1,0,1,2,2.0,1.0,1.0
Vừa mua con màu xanh lá cuối Cùng thì phải... máy đẹp thực sự. Nhân viên phục vụ tận tình,5,20,0,1,0,1,2,2.0,1.0,1.0
"Mới mua dc vài hôm nên củng chưa thể nói được gì, cho 5* vì sự nhiệt tình của tgdd",5,20,0,1,0,1,2,2.0,1.0,0.0
Máy rất đẹp. Chụp hình ok. Nhân viên nhiệt tình dễ thương tư vấn gói khuyến mãi rất chu đáo.,5,20,0,1,0,1,2,2.0,1.0,1.0
"điện thoại sử dụng cảm ứng mượt, nhanh, camera đẹp, chính sách bảo hành của điện máy xanh uy tín",5,20,0,1,0,1,2,2.0,1.0,1.0
Đt mượt lắm chụp hình cx ok pin trâu ạ chị tiếp viên cũng xik tư vấn nhiệt tìh 😋😊,5,20,0,1,0,1,2,2.0,1.0,1.0
Hàng việt nam chất lượng cao có thật xài game mượt cam đẹp tầm giá 4m là điều ok rồi,5,20,0,1,0,1,2,2.0,1.0,1.0
"Wifi hơi yếu, cam trước hơi yếu. Nói chung cần cải tiến nhiều nha bác Vin. ỦNG HỘ VIỆT NAM.",3,20,0,1,0,1,2,2.0,1.0,-1.0
"Sản phẩm rất đẹp. Thiết kế gọn tay
Chạy mượt mà, không bị lag
Phục vụ vui vẻ, hài lòng",5,20,0,1,0,1,2,2.0,1.0,1.0
"Man hình lớn, thiết kế thời thượng, hệ điếu hành mượt mà, chụp ảnh sắc nét, phục vụ nhiệt tình",5,20,0,1,0,1,2,2.0,1.0,1.0
"Mạng 4G với wifi quá kém, đúng là hàng việt nam. Cần cải thiện tốt hơn về sóng kết nối",2,20,0,1,0,1,2,2.0,-1.0,0.0
"Cứ tưởng may  gia rẻ không tốt ,ai ngờ quá tuyệt vời luôn ,tuy hơi chậm do gam yêu nhưng may thật sự rất tốt,pin xem phim suốt được 4,5 giờ qua tuyệt ,mới là sản phẩm rẻ nhất cua vsmart ma tốt vậy chắc những sản phẩm cao cấp còn tuyệt vời hơn ,nhất định sẽ thu một cái khác moi người ơi đáng mua lắm",5,67,1,1,1,1,1,1.0,1.0,1.0
Sao em mới mua ma tụt pin nhanh vạy mà sắc pin lại nhanh pin ko trâu j het.  Xài đc 30 thì tụt 10phan trăm pin roi,1,28,1,0,0,0,2,-1.0,2.0,2.0
"Mới mua về có cần sài hết pin r mới sạt k anh .
Vs lại pin 5000 mk sao sài mau hết vs lại nóng máy nữa",4,28,1,0,0,0,2,-1.0,2.0,2.0
"Điện thoại không dùng, đóng tất cả các ứng dụng chạy ngầm rồi mà bin tụt 8%x vào mạng Lướt web thôi mà 3 phút tụt 4% rồi",1,28,1,0,0,0,2,-1.0,2.0,2.0
Có ai bị trưa 12h sạc pin nắng quá máy lên dc 85% thì tự động ngắt sạc k ạ chờ cả tiếng vẫn k lên nữa,4,27,1,0,0,0,2,-1.0,2.0,2.0
Mình mua máy mới mà pin chai hết 7% mình đo bằng ứng dụng antutu chỉ có máy đã qua sử dụng mới có độ chai pin,1,27,1,0,0,0,2,-1.0,2.0,2.0
Pin tuộc chống mặt. Nhất là khi sai cảm biến vân ✋ sạc chua day 2 tiếng là đây nhung sai dc nữa ngay là hết roi,1,27,1,0,0,0,2,-1.0,2.0,2.0
Em mới mua hồi sáng sao sạc pin máy rất nóng và âm thanh nghe ko được lớn lắm.. Dù em đã mở full âm thanh ạ,2,27,1,0,0,0,2,-1.0,2.0,2.0
Máy hay đơ cảm ứng lắm. Dùng cảm ứng rất khó khăn. Máy vào mạng chậm chạp khó dùng quá. Được cái pin trâu dùng được lâu.,3,27,1,0,0,0,2,1.0,2.0,2.0
Cả hiểu mấy ông dùng kiểu gì mà Mấy ông chê pin con này yếu nhỉ. Tôi dùng cả ngày tối vẫn còn 30% pin. 9h onscreen,5,27,1,0,0,0,2,1.0,2.0,2.0
Hu hu sao mà pin tụt nhanh thế sao Sài đây k dám gắn sim Sài để chế độ máy bay Sài wifi vẫn nhanh hix @@,4,27,1,0,0,0,2,-1.0,2.0,2.0
Máy sài đc 4 tháng tuột pin kinh khủng h chơi chừng 4 trận liên quân là hết pin haizz vậy mak nói biên 4500 nản,3,26,1,0,0,0,2,-1.0,2.0,2.0
"Trợ năng phần thích nghi cảm ứng quá tệ 
thích nghi trong game dỡ tệ pin ok . trợ năng tệ hơn iphone xs max .",1,26,1,0,0,0,2,1.0,2.0,2.0
"Máy của em khi sạc xong rất nóng máy , cho dù đang dùng sạc chính hãng ; tháo ốp ; tắt ứng dụng chày ngầm",4,26,1,0,0,0,2,-1.0,2.0,2.0
Sao nói pin của Xiaomi redmi note 8 pro sử dụng được hơn 2 ngày mà em xài có 1 ngày là hết sạch rồi ạ,5,26,1,0,0,0,2,-1.0,2.0,2.0
Máy mình mua lúc đầu tình trạng 100% pin những giờ có 99% mua dc 3tuan. Mà pin xài chưa đến 6tieng đã bị pin yêu,3,26,1,0,0,0,2,-1.0,2.0,2.0
Máy mau hêt pin . Sąc đây 100% sáng đě tői chiêu hêt 44% . Khong xài cūng tu hêt pin . Thât võng wá ...,3,26,1,0,0,0,2,-1.0,2.0,2.0
Xài đc vài ngày nhưng mà sao khi sạc đầy rút ra lại tuột liền 2% với từ 98% chơi hơi nhanh tuột đến 90 %,5,26,1,0,0,0,2,-1.0,2.0,2.0
Máy mới mua nhưng 1 đêm hao 5 phần trăm pin mặc dù để ở chế độ tiết kiệm pin và bật chế độ máy bay,3,26,1,0,0,0,2,-1.0,2.0,2.0
sạc vooc sao pin lâu vô vậy ạ..khoảng 10p lên đc 2% ạcos phải đt e bị lỗi k ạ..pin tụt nhanh mag sạc thì lâu,3,26,1,0,0,0,2,-1.0,2.0,2.0
"Điện thoại xiaomi not 8 pro ko biết sao mà nhanh hết pin, chỉ lướt web với chơi tiktok mà hao pin ko biết sao luôn",4,26,1,0,0,0,2,-1.0,2.0,2.0
