Comments,n_stars,len_cmt,Pin,Service,General,Others,SGeneral,SPin,SSer,SOth
"Đã dùng được 1 năm, máy bo viền nên cầm khá là sướng tay,máy đẹp, cấu hình thì.....(thôi bỏ đi)
Khuyên bác nào mua con này chỉ vì đẹp và nghe gọi thì mua, còn thiên về phần cứng thì thà mua con Vsmart còn ngon hơn nhiều :v",4,49,0,0,0,1,2,2.0,2.0,1.0
"Lướt w quá tệ, nhiều trang bị chặn phải 2-3 lần mới vào đc, nhất là trang tienphong online. Tuoitreonline, cảm ứng kém, nếu dùng thêm miếng dán thì sử dụng rất bực, mình đang có ý định đổi ( trả) để dùng máy khác. Nhờ AD tư vấn",1,49,0,0,0,1,2,2.0,2.0,-1.0
"Thiết kế máy đẹp nhưng dễ bám vân tay, khó lau sạch. Camera OK so với tầm giá, hiệu năng cùng vậy. Cái chính khiến tôi mua là do iOS bảo mật tốt. Hồi trước xài S7 edge bị hack tài khoản Facebook nên đổi sang iOS cho đỡ.",3,49,0,0,0,1,2,2.0,2.0,1.0
"Mình dùng phiên bản 4/64 nhưng mình nghĩ đều là dòng joy cả và máy mình cũng gặp tình trạng này, trước khi cập nhật thì máy sạc bình thường ,mình nghĩ do bản cập nhật ,mong bên vsmart sớm ra bản cập nhật để fix lỗi này",4,48,0,0,0,1,2,2.0,2.0,-1.0
Nhiều người nói iPhone không chịu thay đổi dáng vẻ bên ngoài như các hãng khác như mình thấy thì các hãng khác trừ Sony ra thì còn các hãng còn lại hầu như cũng có đời máy na ná về phần mặt sai của iPhone đó thui,5,48,0,0,0,1,2,2.0,2.0,0.0
"Máy mình mua được 11 ngày gặp 2 lỗi sau: lỗi thứ 1 hay tự động chạm vào màn hình cứ tầm 30s 1 lần có khi hơn, lỗi thứ 2 hay bị đơ màn hình( đã tắt nguồn thử lại, máy không rơi rớt hay và đập)",1,48,0,0,0,1,2,2.0,2.0,-1.0
"Mọi người vào xem giúp mình cái clip xem có bị tình trạng giống mình ko nhé. 
Trước khi màn hình tắt hẳn thì nó nháy 1 phát rất sáng.
Như trong clip mọi người chú ý nó nháy ở giây thứ 11 và ở 1'2s đó
https://youtu.be/8QvV4UdNeNc",4,48,0,0,0,1,2,2.0,2.0,0.0
"Mua được 5 ngày rồi thì cảm nhận như sau: vân tay nhạy, thiết kế đẹp, camera ổn, tuy nhiên chơi game văng mấy lần. Zalo có tin nhắn mà không thông báo (không hề tắt thông báo). Còn vấn đề gì nữa thì đánh giá lại sau.",3,48,0,0,0,1,2,2.0,2.0,1.0
Mình mới mua note 10lite mình là tài xế sao dây sạc nó ko dùng chung cổng USB dc hai đầu giống nhau làm sao sạc dc sạc dự phòng mọi người cho mình hỏi có đầu chuyển để mình xài sạc dự phòng dc ko thanks,5,47,0,0,0,1,2,2.0,2.0,0.0
"Mua 1 tuần
Máy đẹp ram 128gb dùng phê
Thấy mn chê chip p35 chứ t thấy dùng cũng ổn chiến lq vs free fire cg mượt
Camera thì khỏi bàn dù chỉ 12 mp sau và 8mp trước nhưng chụp cực nét. Tham khảo cho ae",5,47,0,0,0,1,2,2.0,2.0,1.0
"Mới mua về xài 1 hôm thì đơ màng hình lúc chỉnh tên thư mục,tuần sau lại đơ khi vào youtube, t còn ko biết vấn đề này có phải bình thường hay ko,bh vẫn ngon nhoài việc gặp cái đơ máy phải khởi động lại 😟",5,47,0,0,0,1,2,2.0,2.0,-1.0
Mới mua con này về sao sóng nó rất yếu. Hai hoặc ba nấc ko lên nổi nất 4. Ưng thì mất hết sóng luôn. Ưng thì ngườin khác gọi thuê bao trong khi ko có tắt nguồn. V bên cửa hàng có chịu đổi ko ạ,3,47,0,0,0,1,2,2.0,2.0,0.0
"Rất nhiều ưu điểm.
Từ cấu hình đến vẻ bề ngoài.
Điều duy nhất thấy ko hài lòng lắm là độ nhạy hơi cao, mất công tìm tòi để điều chỉnh lại.
Tại camera quay phim, ko có góc rộng như chụp ảnh, điều này rất nhàm.",5,47,0,0,0,1,2,2.0,2.0,1.0
- Mình mới mua máy xong cảm giác thao tác vuốt máy mượt và phê. Chip snap 855 quá ngon. Vân tay và nhận diện khuôn mặt ok. Và ko có gì để mà chê màn hình to nhìn sướng đã mắt cho 1 cuộc tình. :))),5,47,0,0,0,1,2,2.0,2.0,1.0
Máy m mới mua .mà bắt sóng yếu quá trong khi đó đt khác vẫn chạy ngon lành. Chơi lq mà pinh cứ nhảy âm am.vẫn hiện 4g mà chán có lúc mất hết cột sóng luôn. Giờ e muốn đổi con khác có đk không ak,3,47,0,0,0,1,2,2.0,2.0,0.0
Mua được 1 tuần rồi mình để ý nếu reset và kích hoạt bằng mạng wifi fpt thì sẽ không bị lỗi vặt còn wifi khác thì sẽ bị lỗi mở sáng màn hình ko đc nhé đã thử reset và kích hoạt lại 5 lần rồi,5,47,0,0,0,1,2,2.0,2.0,0.0
"Dùng máy đk mấy hôm rồi cảm nhận:
Bắt wifi hơi kém, loa ngoài khá bé ko đk to như ss,sóng điện thoại thì ổn , có quả cam chup thiếu sáng thì ảnh xấu .
Máy thich hợp vs phụ huynh hơn là cac bạn trẻ",5,47,0,0,0,1,2,2.0,2.0,-1.0
"Dual sim giật lag kết nối chập chờn, 1 sim xài ok ( test trên 3 dòng thiết bị, cùng 1 sim 1 thời điểm)
Camera trước messenge face book lỗi ánh hồng khi zoom
Trải nghiệm 2 tuần và đã đổi 3 máy đều như 1",2,47,0,0,0,1,2,2.0,2.0,-1.0
Khi nghe phản hồi của mọingươi là loa rè. Đúng là để youtube cũ của máy kể cả cậpnhât cũng rất rè. Nhưng khi mình gỡ đi và tải youtube mới thì có nghe nhạc sàn loa nghe vẫn rất tốt ko bị rè chút nào nữa,5,47,0,0,0,1,2,2.0,2.0,0.0
"Màn hình HD+ xem nó mờ mờ ảo ảo, camera MP cao mà chụp hình kém mờ mờ sao ý . vào xem hình hay bị mờ chơi game pubg thì giật giật ram 8gb gi chạy chậm quá . Với độ nhạy bàn phím quá kém",3,47,0,0,0,1,2,2.0,2.0,-1.0
tốc độ lưu ảnh chậm ko khác j con ip6 có lúc còn bị đơ!ra hỏi nhân viên kêu con này nhiều tính năng hơn nên lưu chậm là bình thường😂!nghe muốn đập dt đi về dùng ip6 cho rồi! có ai bị như mình ko?,2,46,0,0,0,1,2,2.0,2.0,-1.0
Bên bạn có bán cáp sạc dự phòng dành cho iphone 11 pro 256gb không. Mình mới mua sản phẩm đc 3 ngày và nhận ra cổng sạc usb trên sạc dự phòng anker mua kèm không dùng được vì apple dùng cổng usb-C để sạc,5,46,0,0,0,1,2,2.0,2.0,0.0
"Mua máy từ ngày 22/12/2019 hư phần mềm máy không nhận nguồn đem ra hãng sửa 3 ngày, tiếp theo hư loa, loa nghe được nhưng nói lại ko được mic hư, phát nhạc âm thanh cực thấp để mức 50% vẫn không nghe thấy gì.",2,46,0,0,0,1,2,2.0,2.0,-1.0
Mới mua được 5 ngày các phím điều hướng cam ứng đơ các phím điều hướng trong cài đặt  không sử dụng được thanh trang thái cũng đơ luôn phải khoi phục cài đặt gốc  lại máy mới xài lại bình thường a chán quá 🙁😑,1,46,0,0,0,1,2,2.0,2.0,-1.0
"Mong vmast nâng cấp phần cứng nhìu hơn.  Chip soc 2.3 trở lên với tiến trình 7nm-10nm pin 5k, GPU 618 trở lên. Còn về camera thì thuật toán trên chiến dt f99(khoảng10 năm trước) mình thấy OK nhất mà sao ko thấy áp dụng .",3,46,0,0,0,1,2,2.0,2.0,0.0
"Tôi yêu mến ""dâu đen"" từ khi còn trẻ đến giờ vẫn còn yêu. Chỉ có mỗi tội em nó không được sử dụng rộng rãi như những hãng đt khác. Nhưng đã yêu thì có thể bỏ qua tất cả. Ngày mai quất liền.",5,45,0,0,0,1,2,2.0,2.0,0.0
Tựa là mới phát hiện cái loa bị rè ..ko biết là do bị lỗi hay do nhạc ....mai t sẽ đi đổi ( đã thử cùng 1 bản nhạc vs 1 chiec dt khác ) chup hình thì quá ok mà âm thành cùi,1,45,0,0,0,1,2,2.0,2.0,1.0
"Vì công việc nên mới xài vị trí... đến lúc xài mất cả 1thoi giận mới lên được cái vì trí, rất là tức,, k nhại bén bằng ios, ứng dụng tải về thì ít, nhưng ứng dụng trên máy thì qúa nhiều thật vọng",1,45,0,0,0,1,2,2.0,2.0,-1.0
"mua cho các mẹ còn này khá là hợp lý: Có thương hiệu, màn hình to đẹp,camera chụp ảnh đẹp,... còn về con chip dù hiệu năng quá yếu để chơi game nhưng cũng chẳng ảnh hưởng lắm vì mẹ mình không chơi game :D",5,45,0,0,0,1,2,2.0,2.0,1.0
"Nghe nhiều người dùng hay nói chip Mediatek không ngon lắm, cũng muốn làm 1 con xem sao thấy cấu hình, chụp ảnh cũng ok. Mình thì thích dạng realme 5 pro mà lại không có màu trắng ưa thích như con này mới đau",4,45,0,0,0,1,2,2.0,2.0,1.0
Ad cho hoi tại sao máy tôi ms mua đk 2 tuần khi dùng nghe nhạc cắm tai nghe vào nghe rồi tswts màn hình đi thì chỉ dk 2 đến 3 phút sau là tự tịt r khoảng 10 phút sau lại có nhạc,3,45,0,0,0,1,2,2.0,2.0,0.0
Chụp ảnh quay live ok các kiểu . Nhưng e đang thắc mắc một vấn đề là . E cài mở khóa khuôn mặt . Nhưng lúc nhăm mắt điện thoại tự động mở khóa. Do máy lỗi hay là note 10+ bị vậy ạ,5,45,0,0,0,1,2,2.0,2.0,1.0
"Đã mua 1 ngày, xài khá mượt, chơi lq đồ hoạ tb k nóng cao thì hơi ấm auto 60 61 fps thấp nhất là 59 fps, pubg đồ hoạt mượt 40 60 fps thì siêu mượt k nóng, cam thì bth, màn hình đẹp",5,45,0,0,0,1,2,2.0,2.0,1.0
"Không biết do máy hay hdh android 10 ,  cứ hiển thị quảng cáo ngay khi khóa màn hình  ,  mua máy từ tháng 5 tới giờ. Nâng cấp phần mềm cũng không cải thiện. Cảm ứng khi chơi game PUBG không mượt cho lắm.",3,45,0,0,0,1,2,2.0,2.0,-1.0
"Mình mới mua điện thoại vsmart active 3 được 3 tháng rồi,  giờ muốn đổi trả lấy cái điện thoại samsung a51 này thì phải đóng thêm bao nhiêu ạ? Tình trạng máy bình thường, không rơi rớt, không trầy xước, chưa sửa chữa ạ.",3,45,0,0,0,1,2,2.0,2.0,0.0
"Cảm nhận ban đầu 1 tuần sau khi sữ dụng thì cảm thấy LAG and Giật khá buồn
Màn hình ít đa điễm bắn PuBg chỉ được ba ngón nếu co bông bóng Zalo hiện lên k thể kéo bỏ thêm giật kinh khủng",4,44,0,0,0,1,2,2.0,2.0,-1.0
"Mình thấy giá ghi 15tr và khuyến mãi 3tr thì còn 12tr đúng không? 
Mình muốn mua đồng hồ nữa thấy có ghi là 2 xuất mua đồng hồ giảm 40% vậy nó áp dụng cho tất cả đồng hồ hay sao? Cảm ơn.",5,44,0,0,0,1,2,2.0,2.0,0.0
"Em thấy A51 là dòng điện thoại khá tốt về camera và cấu hình xử lí tuyệt nhưng khi xài ban đêm để quay video thì còn có lỗi về màu sắc mong nhà sản xuất khắc phục
Đã sử dụng được 2 tháng",4,44,0,0,0,1,2,2.0,2.0,1.0
"Máy 1 củ mà các ông còn đòi chơi game, ram phải cao, pin trâu,.vân vân. Tiêu chuẩn kép vãi. Không thích dùng thì người khác dùng, ai khiến các ông sờ vào. Mà toàn trẻ trâu vào đánh giá như đúng rồi. Chán",5,44,0,0,0,1,2,2.0,2.0,0.0
"Mình thấy chip 865 có 1 chip xung nhịp 2,84 trong đó chip 855+ có 1 chip xung nhịp 2,94 lận thì sự khác biệt giữa 2 chip này là gì vậy tại sao chip mới hơn lại có xung nhịp thấp hơn nhỉ",5,44,0,0,0,1,2,2.0,2.0,0.0
"Mình hôm nay đặt mua chả được giảm gì, nhưng đặt rồi, thấy mọi người đánh giá về con A51 tệ, nhưng mình trưa dùng để về xem sao. Mình cũng là người thích hãng ĐT Sam Sung mà. Đang cảm thấy hơi nản",3,44,0,0,0,1,2,2.0,2.0,0.0
"Nghe nói oppo dễ bị lỗi lắm phải ko mấy bn 
Daq định mua mà ko pit chon cái nào tốt hơn 
Thấy cũng ngon dó nhưng chưa sài oppo bao giờ cả ko pit ra sao ..tui thấy samsung ngon .nhưng hơn mất....",5,44,0,0,0,1,2,2.0,2.0,0.0
"Mới mua được 1 ngày. Ck dùng j6+, còn mình dùng con này. Wifi ck m lúc nào cũng 3 vạch, mà dt này thì lúc 2 vạch , lúc 1 vạch, lúc đứng luôn. K hieur vì sao nữa. Dùng thấy bực mình.",3,44,0,0,0,1,2,2.0,2.0,0.0
"E ko đặt lại đc mk riêng tư,  nó cứ bị lặp lại nhiều lần ,  ko đặt thành công đc ,  giờ vào app nó cứ hiện lỗi hệ thống,  vui lòng đặt lại mk riêng tư 
E dùng realme 5i ạ",4,43,0,0,0,1,2,2.0,2.0,-1.0
"android 8.1 là tốt rồi độ bền cao giá tối lên mạng nhanh hôm trước máy dính nước mà vẫn sống hàng chất lượng cao ghê luôn quá tuyệt vời nên mua 
chống trộm cao luôn mạt khẩu sai khoá máy mot ngay",4,43,0,0,0,1,2,2.0,2.0,1.0
Nói thật ae muốn chơi liên quân thì đừng mua con này. Tôi mua một con khi chơi nó bị lỗi ở phím di chuyển cứ bị khựng lại rất khó chịu. Mặc dù đã ra tiệm đổi cái mới nhưng vẫn vậy,3,43,0,0,0,1,2,2.0,2.0,-1.0
Sao đt e sạc đc tới 85 e rút thì pin tụt xuống 79 rất nhanh nhưng từ 79 thì e lại xài tới ngày mai luôn mong bên shop phản hồi giúp e ạ e mới mua đc 1 tuần thì bị,4,43,0,0,0,1,2,2.0,2.0,0.0
"Con a70 này mình chơi game mượt bình thường k lỗi gì cả. 
Lỗi chỗ mình lướt wed lướt fb... Mình lướt nhẹ nó đi rất chậm tí thì đi nhanh. Kéo lướt wed k như dt khác nó chậm rất khó chịu",1,43,0,0,0,1,2,2.0,2.0,0.0
"Admin mình hỏi xíu. 2 bữa nay tự nhiên đang dùng nó tự chạy quảng cáo rất phiền. Lúc sạc pin cũng hiện lên quảng cáo khác.
Máy dùng nếu chơi game xíu là máy nóng ran, đôi khi cảm ứng bị đơ.",3,43,0,0,0,1,2,2.0,2.0,-1.0
"Sau một tuần sử dụng, thấy phần cứng khá tốt. Phần mềm cần phong phú hơn. Mong rằng vsmart học theo nhà táo, một năm không ra quá nhiều mẫu máy, mà tập chung vào hoàn thiện sản phẩm, tối ưu phần mềm.",4,43,0,0,0,1,2,2.0,2.0,1.0
"Dùng đc k' 10 ngay rồi nhưng hôn nay thấy máy có hiện tượng rối loạn cảm ứng, đang xem youtube lướt danh sách gợi ý thì k đc loạn hết cả lên , phải tắt máy khởi động lại thấy máy bt",4,43,0,0,0,1,2,2.0,2.0,0.0
Quá Mắc so với những gì nó mang lại thà thêm tiền mua Oppo Find X2 còn hơn. Hy vọng Reno 5 pro sẽ có chip snap đầu 8 màn 120hz hoặc chip đầu 7 mạnh nhất chứ ko phải là 720G,4,42,0,0,0,1,2,2.0,2.0,-1.0
"máy đẹp,cấu hình ổn,chip tuy không quá mạnh nhưng cũng chấp nhận được,các tính năng còn lại thì không có gì nổi bật tạm chấp nhận được trong tầm giá,tôi nghĩ nên cho thêm ram 128G thì sẽ tuyệt vời hơn nữa",5,42,0,0,0,1,2,2.0,2.0,1.0
"Mình cài đặt khóa vân tay lúc thì máy cho mở vân tay lúc thì cho mở kiểu quẹt hình, face id ko được nhạy, mình khóa xoay rồi mà máy có chế độ gì thông minh cũng xoay theo mình luôn",4,42,0,0,0,1,2,2.0,2.0,-1.0
"Màn hình điện thoại nó xuất hiện nhiễu như tv là sao thế nhỉ? Hôm nay máy mình bị lỗi đó khi xem ảnh, chơi game, video,... Nhưng ra màn hình chính lại không sao, những khoảng trông cũng không sao nốt.",4,42,0,0,0,1,2,2.0,2.0,-1.0
"Vừa mua tuần trước. Cam đẹp nét, không ảo. Loa lớn. Màn hình thon dài đẹp. Vân tay nhận hơi lâu vì dưới màn hình nhưng nhạy. Máy mượt chưa thấy dấu hiệu lag nhưng chụp hình thì hơi nóng phần cam.",5,42,0,0,0,1,2,2.0,2.0,1.0
"mua máy chưa được một tháng thì đã có dấu hiện lag , đứng máy rồi lúc thì màng hình đen lúc thì trắng phải đợi nó load xong mới dùng được . tóm lại nếu mn muốn mua nên cân nhắc",1,42,0,0,0,1,2,2.0,2.0,-1.0
Nhân viên thế giới di động (Bầu - Kim Chung - Đông Anh) vừa cài đặt xong. Test thử máy đơ luôn cảm ứng. Một lúc sau lại bình thường. Tạm trả lại do không có thời gian chờ test cái khác.,1,42,0,0,0,1,2,2.0,2.0,-1.0
Máy mượt chụp hình đẹp còn nếu mua chơi game thì quá tệ. Thấy dùng chíp 675 nghĩ chơi game ok lắm ai ngờ về chơi pubg thật quá thảm. Nếu ai có nhu cầu về game thì nên chọn máy khác,2,42,0,0,0,1,2,2.0,2.0,1.0
"Mới mua cho vợ tầm 1 tuần mà cảm ứng k nhạy, máy đơ, gọi điện thì nói chuyện tầm 1phut còn về sau thì bên kia nói k nghe gì, đã thử gọi nhiều người đều vậy. Để lên đổi lại",1,42,0,0,0,1,2,2.0,2.0,0.0
"IOS sài thi ok nhưng không biết sao tư nhiên viền máy bong tróc sơn. Mình mua máy màu đen bóng, có sài ốp lưng bảo vệ mà giờ viền bong tróc sơn. Có phải do sơn kém chất lượng không apple",3,42,0,0,0,1,2,2.0,2.0,-1.0
Màn hình như dòng iPhone6 plus .... thì sẽ có nhiều người mua dù giá có cao hơn chút ít! Hy vọng sắp tới sẽ có !!! Chưa thấy giới thiệu về dung lượng pin có lâu hơn dòng iPhone 8 không...?!,3,42,0,0,0,1,2,2.0,2.0,0.0
